DigitalOrderItemId,DeliveryPacketId,AffectedItemQuantity,TransactionAmount,BaseCurrencyCode,ClaimCode,FXTransactionAmount,FXCurrencyCode,MonetaryComponentTypeCode,OfferTypeCode
OFKIQ9BE09OTQE1IVK8J4RET9CP2JUDFRNNACSVGPQ8COM4I1J60,S4E0BFN0DEFJEVPQBB1P1OR3QNCHFRRBH0SKR77FH6FVE31RJNQ0,1,1.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
OFKIQ9BE09OTQE1IVK8J4RET9CP2JUDFRNNACSVGPQ8COM4I1J60,S4E0BFN0DEFJEVPQBB1P1OR3QNCHFRRBH0SKR77FH6FVE31RJNQ0,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HIGU0ST7QS7Q6UFF8QNC0RR913E0FC9C2O2J2OVR4LG0RA37JQ50,TTVS672Q9QAJH17UA4238RF4FOBLGGM5UO8TI2L6FO3I2A34IBOG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HIGU0ST7QS7Q6UFF8QNC0RR913E0FC9C2O2J2OVR4LG0RA37JQ50,TTVS672Q9QAJH17UA4238RF4FOBLGGM5UO8TI2L6FO3I2A34IBOG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
I6LTEEBC2P3MPGQTHNFEE18RP6FR8L22C7DAU0VAV5MM9EKKV92G,SEC4MG0LNOQ73GSVM6PQU6REUGLOD47LT8BISIDNG6H1T4CFGV00,1,0.13,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
I6LTEEBC2P3MPGQTHNFEE18RP6FR8L22C7DAU0VAV5MM9EKKV92G,SEC4MG0LNOQ73GSVM6PQU6REUGLOD47LT8BISIDNG6H1T4CFGV00,1,1.29,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
0AHIBEGPNT1HVS8TAGBEHUQGBU5SLOP3L3762538LDBDE07CS0D0,UA7RPCRQ6E69PTTTD51D91J40FJF23VID20EQS08ODM6I8MMO8MG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
0AHIBEGPNT1HVS8TAGBEHUQGBU5SLOP3L3762538LDBDE07CS0D0,UA7RPCRQ6E69PTTTD51D91J40FJF23VID20EQS08ODM6I8MMO8MG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
FQFGLC0IK6JTMDBDJCO073OJI5F44QLO3FMPVIF79V2IKK275BDG,S7KRDP69VG6JTU43LQS2RVL35ABJ9KEQ1KO9A1OQ8LA5R91U82H0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
FQFGLC0IK6JTMDBDJCO073OJI5F44QLO3FMPVIF79V2IKK275BDG,S7KRDP69VG6JTU43LQS2RVL35ABJ9KEQ1KO9A1OQ8LA5R91U82H0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FO56A7IMNFCN6Q8MS4DE0QGS08S91A1O1VI8NM2FEKVT2VQKF1H0,93DL1V8KC8A83GVNAN6INVACM5ESIMKPMFU45PNJ0683R9BHBIA0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
FO56A7IMNFCN6Q8MS4DE0QGS08S91A1O1VI8NM2FEKVT2VQKF1H0,93DL1V8KC8A83GVNAN6INVACM5ESIMKPMFU45PNJ0683R9BHBIA0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
74T25HQ5JEUULL95U50I9F1GJG3QDECGPBU6REACAPJ185AEKS50,DTKPQFFHL71SCQIHFISC047VT3UO7JLQP3I6UI67DNE1NORL6LN0,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
74T25HQ5JEUULL95U50I9F1GJG3QDECGPBU6REACAPJ185AEKS50,DTKPQFFHL71SCQIHFISC047VT3UO7JLQP3I6UI67DNE1NORL6LN0,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
RQ3GPL46AP1D9B38VM0P6I7CH1GGQ42HPFRK9O7PUAL9291BM1D0,J6LC6TUB8GB09EP9LO22NQATILPI3CO2VK68HRGEMMUFVS3P5Q80,1,0.38,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
RQ3GPL46AP1D9B38VM0P6I7CH1GGQ42HPFRK9O7PUAL9291BM1D0,J6LC6TUB8GB09EP9LO22NQATILPI3CO2VK68HRGEMMUFVS3P5Q80,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TR4K3B5IC94QU1ORMVG1S0J53DGP5PMMRMTLINR1E948LKTRU9OG,J7HC8R6K94FLFCMAQJ10KI1NC769METJSKN5LNB1QF0DF3AHS3H0,1,0.67,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
TR4K3B5IC94QU1ORMVG1S0J53DGP5PMMRMTLINR1E948LKTRU9OG,J7HC8R6K94FLFCMAQJ10KI1NC769METJSKN5LNB1QF0DF3AHS3H0,1,6.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
8GCMTR2B6I4KV6RV2VR1B0RU8B7R215DF90QNEDEF98PF307AIBG,OURU3NA42TIH48MPM0CPVM08C43MSNSG5R6BVEDS3HASTN3MJAPG,1,1.15,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
8GCMTR2B6I4KV6RV2VR1B0RU8B7R215DF90QNEDEF98PF307AIBG,OURU3NA42TIH48MPM0CPVM08C43MSNSG5R6BVEDS3HASTN3MJAPG,1,11.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
RSHOL8HA4DFEP1QJ6EJB6P4CVD468UJ956BKT3H1FA2T0RAOSN50,SRDP4D1G0QR4FBGS6ME34FGOE5NG162RPKAO1OFBR04FTKNSF950,1,6.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
RSHOL8HA4DFEP1QJ6EJB6P4CVD468UJ956BKT3H1FA2T0RAOSN50,SRDP4D1G0QR4FBGS6ME34FGOE5NG162RPKAO1OFBR04FTKNSF950,1,0.67,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
A8NOAIJF3MTM82AFI1L43PRLRDU18INP7BJ7VNR768GVEF5OBSH0,4Q5Q7FQH7KA84IMDDN9AL48G2UGPPUB03Q1VGH44SIKDCNH49420,1,0.29,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
A8NOAIJF3MTM82AFI1L43PRLRDU18INP7BJ7VNR768GVEF5OBSH0,4Q5Q7FQH7KA84IMDDN9AL48G2UGPPUB03Q1VGH44SIKDCNH49420,1,2.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,0.0,USD,F8M45QXRG4H328GT,Not Applicable,Not Applicable,Tax,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,0.0,USD,F8T8JBVJ6D472QGJ,Not Applicable,Not Applicable,Tax,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,-1.0,USD,F8T8JBVJ6D472QGJ,Not Applicable,Not Applicable,Price Amount,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,-1.0,USD,F8M45QXRG4H328GT,Not Applicable,Not Applicable,Price Amount,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,0.0,USD,9VL5V7MWVL7TUJQA,Not Applicable,Not Applicable,Tax,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,0.0,USD,9JNVG5B2NBHSU6JZ,Not Applicable,Not Applicable,Tax,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,0.48,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,-1.0,USD,9VL5V7MWVL7TUJQA,Not Applicable,Not Applicable,Price Amount,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,-1.0,USD,9JNVG5B2NBHSU6JZ,Not Applicable,Not Applicable,Price Amount,Coupon
R51B4HS20KSJQ8FC24F4QHG1R8U1BD91B3OQCIEVMCBH6S6HK3QG,6RIKO09URU5IGTNRBGPMMTQPTAQ0M2DVII6GOHL1SS5OVG7KHLNG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VO4GIS60GEHD101596HJ65JE3B78442MEP4S9129S316DRQ1VL3G,MT5N80VOL44KH36E0H4UE8HCJ822M5439DSABDNNQ1EHVOMHLJ2G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
VO4GIS60GEHD101596HJ65JE3B78442MEP4S9129S316DRQ1VL3G,MT5N80VOL44KH36E0H4UE8HCJ822M5439DSABDNNQ1EHVOMHLJ2G,1,0.0,USD,3KHCPFAKSHDQXX8R,Not Applicable,Not Applicable,Tax,Coupon
VO4GIS60GEHD101596HJ65JE3B78442MEP4S9129S316DRQ1VL3G,MT5N80VOL44KH36E0H4UE8HCJ822M5439DSABDNNQ1EHVOMHLJ2G,1,-7.99,USD,3KHCPFAKSHDQXX8R,Not Applicable,Not Applicable,Price Amount,Coupon
VO4GIS60GEHD101596HJ65JE3B78442MEP4S9129S316DRQ1VL3G,MT5N80VOL44KH36E0H4UE8HCJ822M5439DSABDNNQ1EHVOMHLJ2G,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VO4GIS60GEHD101596HJ65JE3B78442MEP4S9129S316DRQ1VL3G,MT5N80VOL44KH36E0H4UE8HCJ822M5439DSABDNNQ1EHVOMHLJ2G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
M0C3HD1FM20FAG5O5VQ2JDG4QJII9NRKFAG9TDUHBEEUJPDI4BB0,LPG6D6M40VN69E16IDBU56VCTD2G48R2VVOKTGM25U0A1U007H30,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
M0C3HD1FM20FAG5O5VQ2JDG4QJII9NRKFAG9TDUHBEEUJPDI4BB0,LPG6D6M40VN69E16IDBU56VCTD2G48R2VVOKTGM25U0A1U007H30,1,-1.99,USD,HPT3JB9KKL6LJRA8,Not Applicable,Not Applicable,Price Amount,Coupon
M0C3HD1FM20FAG5O5VQ2JDG4QJII9NRKFAG9TDUHBEEUJPDI4BB0,LPG6D6M40VN69E16IDBU56VCTD2G48R2VVOKTGM25U0A1U007H30,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IL333AVIN9UKHHA0FPOI1R1H06KCKR3JST51NB9IBJTFH49TO480,F5KG1BICHU8HSI5U6BT4O091CDI9876Q8IDHV1IJDF8QKH2159S0,1,0.19,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
IL333AVIN9UKHHA0FPOI1R1H06KCKR3JST51NB9IBJTFH49TO480,F5KG1BICHU8HSI5U6BT4O091CDI9876Q8IDHV1IJDF8QKH2159S0,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3SV0LA2R3M71I1E07CMTLAVRO97GV7TQ5GA9KKLUQL5ALUHN0620,3QK4RB0NUE1HB0L6FNV20SH9JSGI746P0NM22IKK7U3OSPPAINJ0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3SV0LA2R3M71I1E07CMTLAVRO97GV7TQ5GA9KKLUQL5ALUHN0620,3QK4RB0NUE1HB0L6FNV20SH9JSGI746P0NM22IKK7U3OSPPAINJ0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
KA1FDEBDG69L1E6KKLJAUMAH9NLVFI713PMNKLOLQTRPT7N1OOL0,TRMB3SRKV0MUUOU4TE879V68RFKSJ5BQQ33B0V8N3K21KPUB60K0,1,0.19,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
KA1FDEBDG69L1E6KKLJAUMAH9NLVFI713PMNKLOLQTRPT7N1OOL0,TRMB3SRKV0MUUOU4TE879V68RFKSJ5BQQ33B0V8N3K21KPUB60K0,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
L60LPML846M0L3CP7R9CTNN5A0JFG4847L1I4BL93J46NK1DNQN0,SMDOODQ3NPP2EQPD2G3FHFMFR2D83DHKPCMDURQMVLM9OLUT80B0,1,1.74,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
L60LPML846M0L3CP7R9CTNN5A0JFG4847L1I4BL93J46NK1DNQN0,SMDOODQ3NPP2EQPD2G3FHFMFR2D83DHKPCMDURQMVLM9OLUT80B0,1,18.35,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3R1P9OLFO2TVIR45GL8BQA46NUISNVOEQ7JPMJO9TMVM7QAHH330,2EEHMPMQC69933HSKT035PEM9AOREF4HCD6TIV92582RU5E1TUFG,1,0.9,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3R1P9OLFO2TVIR45GL8BQA46NUISNVOEQ7JPMJO9TMVM7QAHH330,2EEHMPMQC69933HSKT035PEM9AOREF4HCD6TIV92582RU5E1TUFG,1,9.49,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
1A0UN94BJ1FDQNNHG11VD0F5GQ1J5IAJB6IC8R0S10HN2SQP0EVG,6B0V974ODNU9OP7A9CS4Q3D0PVOPNQ5H6RRGAHBK2NJ1DVTHTVMG,1,0.47,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
1A0UN94BJ1FDQNNHG11VD0F5GQ1J5IAJB6IC8R0S10HN2SQP0EVG,6B0V974ODNU9OP7A9CS4Q3D0PVOPNQ5H6RRGAHBK2NJ1DVTHTVMG,1,4.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
I5ASRAEAL5LJ03U8RU183BFERMQ09CQJL4Q4S60IDHHOILOBTCN0,T89IH7T2SBJGVKJ08EALJLJ4F85TJ6U3BN78NPVSQ4LFM39KHLN0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
I5ASRAEAL5LJ03U8RU183BFERMQ09CQJL4Q4S60IDHHOILOBTCN0,T89IH7T2SBJGVKJ08EALJLJ4F85TJ6U3BN78NPVSQ4LFM39KHLN0,1,2.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
I5ASRAEAL5LJ03U8RU183BFERMQ09CQJL4Q4S60IDHHOILOBTCN0,T89IH7T2SBJGVKJ08EALJLJ4F85TJ6U3BN78NPVSQ4LFM39KHLN0,1,0.28,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
84LDC8IC24O5QN5J20RTBMHQVU3CTMQP80P9LOJCDBDRH2LN567G,EVJOP3JBMF239ED5K7IMN7BDGDCKKVFGRORF091CC89C0OGJ104G,1,1.71,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
84LDC8IC24O5QN5J20RTBMHQVU3CTMQP80P9LOJCDBDRH2LN567G,EVJOP3JBMF239ED5K7IMN7BDGDCKKVFGRORF091CC89C0OGJ104G,1,18.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
KNI4VNBAVP78T6JAS195C1J6K7QNMMQF994P6R7O1H8IQFAQV9R0,3VPS0DV6BBA5EUS2AHTL5PH1APL2N2QP494LPB445EU2AFS19A0G,1,0.57,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
KNI4VNBAVP78T6JAS195C1J6K7QNMMQF994P6R7O1H8IQFAQV9R0,3VPS0DV6BBA5EUS2AHTL5PH1APL2N2QP494LPB445EU2AFS19A0G,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LVVGM9M1CEDS8CPAC0S50I5OA1RQNPUVGMV2ABF1NA2FIEC0VE70,GNDDTC513JM1NHUIHACAI6S1B51D88IJRBQ5L472OJ8FSIGTKOK0,1,0.57,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LVVGM9M1CEDS8CPAC0S50I5OA1RQNPUVGMV2ABF1NA2FIEC0VE70,GNDDTC513JM1NHUIHACAI6S1B51D88IJRBQ5L472OJ8FSIGTKOK0,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3VQLMLN4ES298HFQE12CAHBCPHF5K1A7NUSUUNJTJGLCJTIO2G80,24RFUN50BBIINU6SR6VF7GHLDJTVD3CNR3LLIP10NP1DPOQNJ2TG,1,0.47,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3VQLMLN4ES298HFQE12CAHBCPHF5K1A7NUSUUNJTJGLCJTIO2G80,24RFUN50BBIINU6SR6VF7GHLDJTVD3CNR3LLIP10NP1DPOQNJ2TG,1,4.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F5I7IBJBRPIU6FVV62HGJBQIUP88NDASF7I03RBN1I2R8N2APUB0,NQQO1J26FPEDTBD3072VBLJIRTGFJQFS4OAN5BAHNJVCH4FH0R8G,1,0.28,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
F5I7IBJBRPIU6FVV62HGJBQIUP88NDASF7I03RBN1I2R8N2APUB0,NQQO1J26FPEDTBD3072VBLJIRTGFJQFS4OAN5BAHNJVCH4FH0R8G,1,2.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
L8QSGD80EMP35LR8EFS0AESA6Q1541DRL61336VO16GFT1IMH25G,3O9F0CNIRUCKHUGIB3425SOG0TFJS991HAEK84HTI0CALNI44T80,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
276PDIAMNR7JQQ3D8T5I52N9OIHUJ2P43MOC94C5UMFILCMT505G,7OQQDEH0E9AF7RNH62VSTPG637P29I52USG2A1EGGP4OULDPG3V0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
330TMAN2E0JIK5VMJ4UHRSLHP7TE013E2TL3IUSTUTA2ICF9ABVG,1HJ3NS9F7R98G0HG5UQ2EPQPFVANEUIRP92EV2I83HF399AOF3LG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
48IN3U0A7ETFU6LC0P99R0CNTLKRM92NP7OUTOOBPPEJ1IR54BTG,JG7BD5VC2K2HA7EQQSASCBJ26UQV09AERS46U6F0POPUSOKDM9H0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
48IN3U0A7ETFU6LC0P99R0CNTLKRM92NP7OUTOOBPPEJ1IR54BTG,JG7BD5VC2K2HA7EQQSASCBJ26UQV09AERS46U6F0POPUSOKDM9H0,1,0.0,USD,VXMHSWE9Y2M3GKNR,Not Applicable,Not Applicable,Price Amount,Coupon
48IN3U0A7ETFU6LC0P99R0CNTLKRM92NP7OUTOOBPPEJ1IR54BTG,JG7BD5VC2K2HA7EQQSASCBJ26UQV09AERS46U6F0POPUSOKDM9H0,1,0.0,USD,XLQVC5GLUBRE5GCA,Not Applicable,Not Applicable,Price Amount,Coupon
23P6CG4ORQ5JD83QLGAOLP0FLND9I7DU1JNH9HODV2M6HLF0CD50,M4U6F4EJHGKPTPH017K099QV4UL3SD12LIL8UMS0MC8KKJ25B0A0,1,0.19,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
23P6CG4ORQ5JD83QLGAOLP0FLND9I7DU1JNH9HODV2M6HLF0CD50,M4U6F4EJHGKPTPH017K099QV4UL3SD12LIL8UMS0MC8KKJ25B0A0,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
23P6CG4ORQ5JD83QLGAOLP0FLND9I7DU1JNH9HODV2M6HLF0CD50,M4U6F4EJHGKPTPH017K099QV4UL3SD12LIL8UMS0MC8KKJ25B0A0,1,-0.19,USD,VXMHSWE9Y2M3GKNR,Not Applicable,Not Applicable,Tax,Coupon
23P6CG4ORQ5JD83QLGAOLP0FLND9I7DU1JNH9HODV2M6HLF0CD50,M4U6F4EJHGKPTPH017K099QV4UL3SD12LIL8UMS0MC8KKJ25B0A0,1,-1.99,USD,VXMHSWE9Y2M3GKNR,Not Applicable,Not Applicable,Price Amount,Coupon
23P6CG4ORQ5JD83QLGAOLP0FLND9I7DU1JNH9HODV2M6HLF0CD50,M4U6F4EJHGKPTPH017K099QV4UL3SD12LIL8UMS0MC8KKJ25B0A0,1,0.0,USD,XLQVC5GLUBRE5GCA,Not Applicable,Not Applicable,Price Amount,Coupon
OFUDRNUUCLAQG71KDNRFH5L255D73ML0CJNPIKLV205IH6JCFS5G,2EQU6JNI7JM418I5E02BHKRO74FA74JQRRASHUIOKFIIAFEF42IG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
M0LP8AG82JUJ2MT5JKGFIHE9SERMIT85711861DJF3FMBMAFPEPG,LKIN91RAFB5G741RI7VMP4VVIGA3DO8FOBOEM1PEQ1THNS924U10,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
PVGU00O4N1DEKHS7AMNQ17UD94JC8MA67JMD47ISBHAJNVM2PU10,BRUB03M7Q9PHU77H4EA2S0GG8SN02UG57UC8RBQUCMFARDV6TO6G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CV5EB1V4319UUPHJ7E8C3T7T44P27IUF8V16LF4PNVTBGHLCV14G,9N7ICR0TC6N02QANKQLPUGAK0I9T9PT8UCNPR4O7AM1JA96N59BG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VLD29A51U0UVDI3H7EOEGE65D3CFN5D3S1RNV7PCIOVRFVDFV1I0,CP1GKELBBRS53BF38F2A4Q2DF53LGHORNO4FHCITOQB6OPUM8RTG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
A1QR40TVKVOTA730MACH87GA9F43N62MAMJ8G6VAS2Q3SHMKO3K0,6M7ER5NJJ69KIVPUPMCQIPUTQ3Q5AEKMOBMS0A5KBORN0K0G6R10,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
ANV2RGKGFE6HBHE91IBRU1D0CPE2CLTF6QVDBGEVP2FQTKDS6UN0,DP7UC03FG58L0K7L3MCFVB11MUDNA5QVBBQRRHPFUPUPD0S9K5J0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
555ILNUF35AVVQH7CEOSHNTEMD73GGOJ52DSE3VR32GRTVLIR380,7RHLSIB027RFGH8OKTGDFKBJ63HLAV7MIC5220K8N76SMU4FI58G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
K87GU136UL6PH37TV8GTGKJ8O67CMAIA9I20LE6AGRS9TM6LEC80,25VD22N8VKK1DC30U3IV6ALK0F4JP886Q793L508VL1R9V4BFVAG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
72VV6V0SVMHLLN17INU25BAV279VNT2IADQ97I2EA9E2R413E4IG,H4KMVPJCRFVTNUJEJOOGO2U9US7NSFFEJ1GJFUM864VFBI3CGLEG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
JBBE7KF7QB5C7PBO1EPDI1JRQCFDRATT8LM7CLERQK3BHDC61V2G,J1I40KJJ38TI3004F5FU2S36P4J4BUGQCIQRPDR35TIQD25GGN6G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
EB8LF7D19J1R6RQQQOVF8C6SSUIK69CDQ4PBCKDQIAAG3Q05TQU0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,0.18,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
EB8LF7D19J1R6RQQQOVF8C6SSUIK69CDQ4PBCKDQIAAG3Q05TQU0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CQ1NNETIBRJEARBFS1TVPS42TG4A2HO5AH0JOGG1SVSHF2C55CG0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CQ1NNETIBRJEARBFS1TVPS42TG4A2HO5AH0JOGG1SVSHF2C55CG0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,0.18,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
15LSNAEAN2OS1KGOS84AHUMTSK2QTEH3NVIQK0L70DPF41P1JND0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
15LSNAEAN2OS1KGOS84AHUMTSK2QTEH3NVIQK0L70DPF41P1JND0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,0.18,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
1NEB1IRV84H5TUOV22HU8RB87OOUN4UMVVDFEL2LCAQNEAS19CG0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,0.18,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
1NEB1IRV84H5TUOV22HU8RB87OOUN4UMVVDFEL2LCAQNEAS19CG0,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
B1LBJCFODBB5UIB5T54BB7GB63MFJ3MCAP1NS98T33PBOFQEUP60,LNO0DB3ALAFOHPCG5I41R1KRP21F0EE321VMHVMSMGFV0E9DNOKG,1,1.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
